date,open_price,highest_price,lowest_price,close_price,adjusted_close,volume,symbol
2023-02-15,153.11,155.5,152.88,155.33,155.114276372895,65669252,AAPL
2023-02-15,176.415,178.19,175.33,177.16,177.16,25337966,META
2023-02-15,94.74,97.34,94.36,97.1,97.1,37029885,GOOG
2023-02-15,268.32,270.73,266.18,269.32,268.738019575442,28962163,MSFT
2023-02-15,99.09,101.17,98.45,101.16,101.16,48053879,AMZN
2023-02-16,172.75,175.85,171.79,172.44,172.44,25827473,META
2023-02-16,95.54,97.88,94.97,95.78,95.78,35642106,GOOG
2023-02-16,99.21,100.63,98.1,98.15,98.15,56339173,AMZN
2023-02-16,264.02,266.74,261.9,262.15,261.583513410449,29603616,MSFT
2023-02-16,153.51,156.33,153.3475,153.71,153.496526242694,68167942,AAPL
